,id,text,annotations
57,143056236340985857,J'aime leur robe ! #MissFrance,"{'topics': [{'name': 'robe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['aime']}"
58,143056239134392320,Ce soir je suis en mode #MissFrance rien que pour les robes *-*,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
59,143056245878824960,#LaRéunion c'est partie pour #MissFrance et tous le 974 pour @MariePayet,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
60,143056258730164224,Devant Miss France !! #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
61,143056262580539392,Miss France sur TF1 =&gt; Où comment zapper. #ToutUnArt,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
62,143056286685216769,#NowWatching : Miss France #TF1 Tié prête @EyeCandee ? Lool,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
63,143056290183262208,Elles sont belles leurs robes. #MissFrance #TF1,"{'topics': [{'name': 'robes', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belles']}"
64,143056306985648128,J'aime pas leurs robes. #missfrance,"{'topics': [{'name': 'robes', 'opinion': 'negative'}], 'negative_keywords': ['pas aime'], 'positive_keywords': ['aime']}"
65,143056382147559428,très jolie robe pour ce 1er défilé #missfrance,"{'topics': [{'name': 'robe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
66,143056388275449856,Je veux voir la Miss Centre #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
67,143056400938045440,Miss Provence doit gagner !#MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
68,143056407070126080,"Oh, Lorie ma femme #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
69,143056447142510592,Un peu kitch le jury cette année! #MissFrance #TF1,"{'topics': [{'name': 'jury', 'opinion': 'negative'}], 'negative_keywords': ['kitch'], 'positive_keywords': []}"
70,143056449042513921,Mdr elle fait quoi Lorie dans le jurie ? #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
71,143056450644742144,La rousse comment elle défile purée. (Miss Ile de France.) C'est hard. #Missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
72,143056457565347840,Miss Languedoc ou Miss Tahiti ou Miss Alsace #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
73,143056463315738624,C'est quoi ce jury de merde? #MissFrance #TF1,"{'topics': [{'name': 'jury', 'opinion': 'negative'}, {'name': 'jury', 'opinion': 'negative'}], 'negative_keywords': ['merde', 'ce'], 'positive_keywords': []}"
74,143056491019124736,"Spacer de Sheila, pour le premier défilé des Miss, crispées, regards en bas sur l'escalier. #MissFrance #TF1","{'topics': [{'name': 'Miss', 'opinion': 'negative'}], 'negative_keywords': ['crispées'], 'positive_keywords': []}"
75,143056508865875968,@Sofia_Essaidi la plus belle ce soir ! #SofiaEssaidi #missfrance,"{'topics': [{'name': 'Sofia_Essaidi', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
76,143056515224453120,Miss Corse est moche #MissFrance,"{'topics': [{'name': 'Miss Corse', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
77,143056562762678272,Oh Sofia Essaidi dans le jury #missfrance ! Même elle est plus magnifique que les miss !,"{'topics': [{'name': 'Sofia Essaidi', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifique']}"
78,143056565577060352,Je trouve que c'est un jury de merde... #TF1,"{'topics': [{'name': 'jury', 'opinion': 'negative'}], 'negative_keywords': ['merde'], 'positive_keywords': []}"
79,143056583549652992,Whouaaah Miss Guadeloupe ! Visuel on diraaaaiiiit !!! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
80,143056607838863360,Miss guadeloupe c'est la plus belle !!! #MissFrance,"{'topics': [{'name': 'Miss guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
81,143056640374083584,Miss Normandie est moche #MissFrance criticage x),"{'topics': [{'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
82,143056663799283714,Miss Normandie n'est pas très belle #MissFrance,"{'topics': [{'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['pas belle'], 'positive_keywords': ['belle']}"
83,143056665166614528,#missfrance c'est parti on a déjà failli perdre Languedoc-Roussillon,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
84,143056676747100161,Première petite glissade d'une Miss au sourire en coin. #MissFrance #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
85,143056690273722368,je rappel que la gagnante de ce soir repart avec 1 voir 2 membres du jury pour jouer avec son membre ;-) lol #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
86,143056690663796736,Miss Centre est à couper le souffle !!!! #MissFrance GOSH,"{'topics': [{'name': 'Miss Centre', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['souffle']}"
87,143056697940905985,"Une élection sous le signe de la modernité, arrivée sur ""spacer"" de Sheila #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
88,143056771097956352,Les robes son très jolies #MissFrance,"{'topics': [{'name': 'robes', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolies']}"
89,143056800969785344,"Le télé Thon a commencé sur TF1, un jury composé des grands chefs ? #TF1","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
90,143056829889515521,Miss Martinique ressemble à celle qui chante Mr Sainte Nitouche... #MissFrance,"{'topics': [{'name': 'Miss Martinique', 'opinion': 'negative'}], 'negative_keywords': ['nitouche'], 'positive_keywords': []}"
91,143056866128306176,@DenisBrogniart et @LorieOfficiel deja en train de discuter alors que sa commence juste #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
92,143056873539649536,Miss Lorraine est un VRAI THON #TF1,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['thon'], 'positive_keywords': []}"
93,143056894116888576,OMG la Miss Bretagne elle est cheeeuuum ! #MissFrance,"{'topics': [{'name': 'Miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['cheeeuuum'], 'positive_keywords': []}"
94,143056919043653633,Sourire forcé #tf1,"{'topics': [{'name': 'Sourire', 'opinion': 'negative'}], 'negative_keywords': ['forcé'], 'positive_keywords': []}"
95,143056922378121217,Miss France c'est soit Tahiti ou Guadeloupe ! bref tchao salut #tf1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
96,143056941000826880,Miss Bretagne elle est pas si belle que ça ... #TF1,"{'topics': [{'name': 'Miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['pas belle'], 'positive_keywords': ['belle']}"
97,143056977247997954,Miss Tahiti ressemble à Teheiura ! #kohLanta #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
98,143056997867208706,Miss Normandie est moche ! #MissFrance,"{'topics': [{'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
99,143057016095641600,#çaménèrve toutes ses sourires figés chez les #MissFrance !!! #TF1,"{'topics': [{'name': 'sourires', 'opinion': 'negative'}, {'name': 'sourires', 'opinion': 'negative'}], 'negative_keywords': ['figés', 'çaménèrve'], 'positive_keywords': []}"
100,143057035381059584,"ce soir, je serait la plus belle pour aller danser avec mes talons aiguilles de 7 cm. #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
101,143057053722750976,HO merde ya une rousse dans les #MissFrance WTF!! #Mauvaisesélection,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
102,143057075394711552,#missfrance miss Bretagne elle est grave moche. Je vous le dis.,"{'topics': [{'name': 'miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
103,143057109767032832,#MissFrance @MariePayet soutener la #LaRéunion,"{'topics': [{'name': 'LaRéunion', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['soutener']}"
104,143057112082300928,miss Bretagne elle est vraiment moche. #missfrance,"{'topics': [{'name': 'miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
105,143057123885072384,Brest powa #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
106,143057145842245632,Maintenant qu'Endemol a totalement repris les rennes de #MissFrance le défilé en maillot se passe en topless c'est ça?,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
107,143057167686176768,"En Bretagne, Coool  #missfrance","{'topics': [{'name': 'En Bretagne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['coool']}"
108,143057208593227776,Devant Miss France #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
109,143057216239448064,"Celle du ""Nord pas de Calais"" je trouve elle est jolie. Faut que je regarde aussi Languedoc roussillon je suis née dans le gare. #Missfrance","{'topics': [{'name': 'Nord pas de Calais', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
110,143057221511688193,Miss Bretagne est immonde #missfrance,"{'topics': [{'name': 'Miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['immonde'], 'positive_keywords': []}"
111,143057228075773952,. @pharebreton ah quand Miss France Geek ? #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
112,143057239031283713,Je suis  à 100% pour MISS REUNION ! #MissFrance,"{'topics': [{'name': 'MISS REUNION', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['pour']}"
113,143057246539104256,Pourquoi elle sont toutes en robes de mariée ces petasse #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
114,143057247327617024,Go magnifique :) #MissFrance #MissLanguedoc #MissProvence,"{'topics': [{'name': 'MissLanguedoc', 'opinion': 'positive'}, {'name': 'MissProvence', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifique', 'magnifique']}"
115,143057251291246593,Miss France commence sur TF1 !,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
116,143057260564844544,Miss Gwada elle est joooolie ! #MissFrance,"{'topics': [{'name': 'Miss Gwada', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['joooolie']}"
117,143057269884588032,Miss Provence il n'y a pas photo ! http://t.co/580zm21Y #missfrance,"{'topics': [{'name': 'Miss Provence', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['photo']}"
118,143057270027194368,Parcontre Miss Guadeloupe a toutes ses chances ! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
119,143057275047776256,Sofia Essaidi elle est super belle qd meme #MissFrance,"{'topics': [{'name': 'Sofia Essaidi', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
120,143057288398254082,Tout sa pour laissé Jean-Pierre se préparer  en coulisse. A j'te jure ! #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
121,143057288779935744,Ca faisait longtemps qu'on a plus vu Jean Pierre Foucault à la présentation #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
122,143057293930528769,La Bretagne. Wesssshh wesssshh ! #MissFrance,"{'topics': [{'name': 'La Bretagne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['wesssshh']}"
123,143057305188048898,Laury Thilleman forever ! #missfrance,"{'topics': [{'name': 'Laury Thilleman', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['forever']}"
124,143057312158990336,Miss Guadeloupe elle est belle #MissFrance #TF1,"{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
125,143057322908979201,Elles sont pas très jojo les Miss #TF1,"{'topics': [{'name': 'les Miss', 'opinion': 'negative'}], 'negative_keywords': ['pas jojo'], 'positive_keywords': ['jojo']}"
126,143057382585544704,Languedoc est magnifique. #MissFrance,"{'topics': [{'name': 'Languedoc', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifique']}"
127,143057385727066112,"@carlitoooh Regarde TF1, il y a Miss France 2012.","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
128,143057398469373953,Aaaaah Alain Delon !! Même a 76 ans je le trouve incroyablement charmant !! #missfrance,"{'topics': [{'name': 'Alain Delon', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['charmant']}"
129,143057408640557056,"Miss Bretagne à Brest, vous êtes sérieux #MissFrance là ? OK, le spectateur vote à 100%.","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
130,143057419373776896,Miss Bretagne fait honte à celle-ci ! #TF1,"{'topics': [{'name': 'Miss Bretagne', 'opinion': 'negative'}], 'negative_keywords': ['honte'], 'positive_keywords': []}"
131,143057440873787392,"Corse, Bretagne aucune chance. la suite dès que je les ai vues #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
132,143057452982743040,Miss Picardie 2011 - Miss France 2012 - MYTF1 http://t.co/x8nYCFKV,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
133,143057453548961793,Alain Delon a surtout besoin de sous #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
134,143057457969770496,Allez Miss France choisie à 100% par les français... Je tremble d'avance #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
135,143057466660356097,Miss France 2012.. et si c'était la dernière? #MissFrance #FinDuMonde,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
136,143057468237418496,Moi je suis pour Miss Picardie #TF1,"{'topics': [{'name': 'Miss Picardie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['pour']}"
137,143057484091891712,"Tema regardez les avec leur sourires la, je suis sure qu'elles ont mal aux joues. #TF1","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
138,143057492564393985,Sylvie Tellier je l'ai jamais trouvé si extra que ça ... #missfrance,"{'topics': [{'name': 'Sylvie Tellier', 'opinion': 'negative'}], 'negative_keywords': ['jamais extra'], 'positive_keywords': ['extra']}"
139,143057494095302656,Elles ont de ces robes *_* #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
140,143057507147988992,"Pour l'instant faut pas trop s'attacher, le jury a déjà décidé d'en viré 21 #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
141,143057513103888385,Miss Guadeloupe susu rpz  #missfrance (cc @Kimy_Mayliss_T ),"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
142,143057521828048896,Le défilé des wannabe vétérinaires is on!! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
143,143057521907728384,#MissFrance Sylvie Tellier devrait faire gaffe le vert porte malheur,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
144,143057541591597056,c'est quoi cette robe verte quelle porte #missfrance,"{'topics': [{'name': 'robe', 'opinion': 'negative'}], 'negative_keywords': ['cette'], 'positive_keywords': []}"
145,143057554526846976,Alain Delon et @SylvieTellier font leur entrée #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
146,143057562969972736,Sylvie Tellier est sublime #MissFrance,"{'topics': [{'name': 'Sylvie Tellier', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['sublime']}"
147,143057586495832064,C'est quoi ces musiques de merdes la ? #MissFrance,"{'topics': [{'name': 'musiques', 'opinion': 'negative'}, {'name': 'musiques', 'opinion': 'negative'}], 'negative_keywords': ['ces', 'merdes'], 'positive_keywords': []}"
148,143057592925700096,Faut vraiment qu'ils arrêtent avec leurs musiques de merde là ! C'est plus possible ! #MissFrance,"{'topics': [{'name': 'musiques', 'opinion': 'negative'}], 'negative_keywords': ['merde'], 'positive_keywords': []}"
149,143057596851552257,"Je trouve Sylvie Tellier vraiment moche. Elle avait totalement volé son titre de #MissFrance à l'époque. Et Delon président d'honneur, euh..","{'topics': [{'name': 'Sylvie Tellier', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
150,143057621765734400,Miss France &lt;3 #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
151,143057625276350467,la robe vert c'est ... (on a dit pas le physique)  #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
152,143057629927837696,#MissFrance Moi j'attends les présentation pour savoir laquelle je préfère,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
153,143057632381513729,Miss Centre qui se casse la figure 3 secondes après le début de la danse #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
154,143057639591514112,Sylvie Tellier croit que les applaudissements sont pour elle #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
155,143057655949312001,on va dire que miss Langudeoc Roussillon est POTABLE . #TF1,"{'topics': [{'name': 'miss Langudeoc Roussillon', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['potable']}"
156,143057665399078912,Sylvie Tellier est toujours aussi moche. On se demande comment elle a pu être élu Miss France un jour #TF1,"{'topics': [{'name': 'Sylvie Tellier', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
157,143057670004416512,Leurs robe sont magnifiques. *o* #TF1,"{'topics': [{'name': 'robe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifiques']}"
158,143057682289537024,Miss france sur #TF1 #fb,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
